Title,id,WEBサイトのアドレス,開催年度,主催,共催,協賛,協力,後援,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数
文京区立後楽幼稚園,3321,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""41"";s:6:""備考"";s:0:"""";}"
台東区立上野小学校,3323,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:0:"""";}"
八王子市立由木西小学校,3326,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""28"";s:6:""備考"";s:0:"""";}"
八王子市立恩方第一小学校,3328,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""46"";s:6:""備考"";s:0:"""";}"
東京文化会館ミュージック・ワークショップ「ムジカ・ピッコラ」,3329,http://www.t-bunka.jp/old/sponsership/spo_161204.html,2016,東京都|東京文化会館|アーツカウンシル東京,公益財団法人日本青少年文化センター,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""96"";s:6:""備考"";s:0:"""";}"
台東区立金曽木小学校,3330,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""73"";s:6:""備考"";s:0:"""";}"
台東区立台東保育園,3331,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""98"";s:6:""備考"";s:0:"""";}"
"台東区立大正幼稚園（Workshop Workshop!国際連携企画）",3332,,2017,東京文化会館,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""78"";s:6:""備考"";s:0:"""";}"
"C/Sensor-ed Scape",3334,http://www.tokyoartsandspace.jp/archive/2017/03/H0415.shtml,2017,トーキョーワンダーサイト,,,ベルリン市|クンストラウム・クロイツベルク|ベタニエン|アトリエ・モンディアル|MMCAレジデンシー・コヤン|アーツ・イン・レジデンス台北|トレジャーヒル・アーティスト・ヴィレッジ|ロンドン芸術大学,,38,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""767"";s:6:""備考"";s:0:"""";}"
台東区立松が谷保育園,3335,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""65"";s:6:""備考"";s:0:"""";}"
八王子市立第六小学校,3337,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""15"";s:6:""備考"";s:0:"""";}"
台東区立千束保育園,3339,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:0:"""";}"
足立区立鹿浜西小学校,3341,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""65"";s:6:""備考"";s:0:"""";}"
新宿区立西新宿小学校,3343,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""31"";s:6:""備考"";s:0:"""";}"
台東区立浅草小学校,3345,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""63"";s:6:""備考"";s:0:"""";}"
葛飾区立北住吉幼稚園,3347,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""53"";s:6:""備考"";s:0:"""";}"
台東区立玉姫保育園,3349,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""33"";s:6:""備考"";s:0:"""";}"
小金井市立小金井第一中学校（特別支援学級）,3351,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:1:""7"";s:6:""備考"";s:0:"""";}"
千代田区立番町幼稚園,3353,,2017,東京文化会館,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""86"";s:6:""備考"";s:0:"""";}"
グランチェスター・ハウス,3354,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社 スタートライン|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""1,276"";s:6:""備考"";s:0:"""";}"
台東区立石浜橋場こども園,3356,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""34"";s:6:""備考"";s:0:"""";}"
多摩市立青陵中学校,3358,,2017,東京文化会館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""18"";s:6:""備考"";s:0:"""";}"
北区立柳田小学校,3359,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""169"";s:6:""備考"";s:0:"""";}"
稲城市立南山小学校,3362,,2017,東京文化会館,,,,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""144"";s:6:""備考"";s:0:"""";}"
日の出町立大久野中学校,3364,,2017,東京文化会館,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""130"";s:6:""備考"";s:0:"""";}"
"旅するヨーロッパ 1）19ヶ月～35ヶ月（2016年10月6日）",3365,http://www.t-bunka.jp/old/sponsership/spo_161006a.html,2016,東京都|東京文化会館|アーツカウンシル東京,東京芸術劇場|文京シビックホール（公益財団法人文京アカデミー）,,上野学園大学|公益財団法人日本フィルハーモニー交響楽団,ポルトガル大使館|台東区教育委員会,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""23"";s:6:""備考"";s:0:"""";}"
台東区立待乳保育園,3366,,2017,東京文化会館,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""64"";s:6:""備考"";s:0:"""";}"
文京区立湯島幼稚園,3368,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""44"";s:6:""備考"";s:0:"""";}"
小平市立緑小学校,3370,,2017,東京文化会館,,,,,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""92"";s:6:""備考"";s:0:"""";}"
墨田区立押上小学校,3372,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""78"";s:6:""備考"";s:0:"""";}"
文京区立第一幼稚園,3377,,2017,東京文化会館,,,,,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""46"";s:6:""備考"";s:0:"""";}"
旧喫茶店,3379,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社スタートライン",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""973"";s:6:""備考"";s:0:"""";}"
三好の旧製本所,3384,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社スタートライン|法政大学大学院　地域建造システム研究所|一般社団法人　江東区観光協会",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""1,076"";s:6:""備考"";s:0:"""";}"
三好の旧建具屋,3387,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社スタートライン|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""1,046"";s:6:""備考"";s:0:"""";}"
平野の旧印刷所,3390,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社 スタートライン",,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""905"";s:6:""備考"";s:0:"""";}"
"“Born Creative” Festival 2017",3392,,2017,公益財団法人東京都歴史文化財団|東京芸術劇場,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""3155"";s:6:""備考"";s:0:"""";}"
"東京藝術大学 アーツ・アンド・サイエンス・ラボ",3393,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社 スタートライン",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""2,293"";s:6:""備考"";s:0:"""";}"
"旅するヨーロッパ 2）6ヶ月～18ヶ月（2016年10月6日）",3399,http://www.t-bunka.jp/old/sponsership/spo_161006a.html,2016,東京都|東京文化会館|アーツカウンシル東京,東京芸術劇場|文京シビックホール（公益財団法人文京アカデミー）,,上野学園大学|公益財団法人日本フィルハーモニー交響楽団,ポルトガル大使館|台東区教育委員会,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""32"";s:6:""備考"";s:0:"""";}"
"エサ＝ペッカ・サロネン指揮 フィルハーモニア管弦楽団",3401,,2017,株式会社ジャパン・アーツ|東京芸術劇場,公益財団法人東京都歴史文化財団|東京芸術劇場,,ユニバーサルミュージック,ドイツ連邦大使館|東京ドイツ文化センター,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1401"";s:6:""備考"";s:0:"""";}"
"東京都江戸東京博物館 演芸プログラム",3403,https://www.artscouncil-tokyo.jp/ja/events/11795/,2016,アーツカウンシル東京,,,東京都|公益社団法人落語芸術協会,,78,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""14460"";s:6:""備考"";s:16:""体験者数9146"";}"
"浅草文化観光センター 日本舞踊プログラム",3404,https://www.artscouncil-tokyo.jp/ja/events/11799/,2016,アーツカウンシル東京,台東区,,東京都|公益社団法人日本舞踊協会（東京支部城東ブロック）,,60,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2097"";s:6:""備考"";s:16:""体験者数1173"";}"
"浅草文化観光センター 長唄三味線プログラム",3406,https://www.artscouncil-tokyo.jp/ja/events/15192/,2016,アーツカウンシル東京,台東区,,東京都|一般社団法人長唄協会,,32,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1004"";s:6:""備考"";s:15:""体験者数505"";}"
"福徳の森内特設ステージ 演芸プログラム",3407,https://www.artscouncil-tokyo.jp/ja/events/15256/,2016,アーツカウンシル東京,,,東京都|公益社団法人落語芸術協会,,4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""520"";s:6:""備考"";s:14:""体験者数92"";}"
"オールプレス エスプレッソ、ナンディニ、大久保クリーニング、smokebooks、御菓子司 双葉、株式会社スター  トライン、Coci la elle（コシラエル本店）、三河屋さんの米置き場、江東区立深川図書館",3408,,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社スタートライン",江東区,23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}"
第1回,3409,https://www.teien-art-museum.ne.jp/programs/conversation2018.html,2017,東京都庭園美術館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""10"";s:6:""備考"";s:0:"""";}"
第2回,3410,https://www.teien-art-museum.ne.jp/programs/conversation2018.html,2017,東京都庭園美術館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""10"";s:6:""備考"";s:0:"""";}"
第3回,3411,https://www.teien-art-museum.ne.jp/programs/conversation2018.html,2017,東京都庭園美術館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""15"";s:6:""備考"";s:0:"""";}"
第4回,3412,https://www.teien-art-museum.ne.jp/programs/conversation2018.html,2017,東京都庭園美術館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""14"";s:6:""備考"";s:0:"""";}"
第5回,3413,https://www.teien-art-museum.ne.jp/programs/conversation2018.html,2017,東京都庭園美術館,,,,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""15"";s:6:""備考"";s:0:"""";}"
"橋楽亭（コレド室町3／3F） 着物着付けプログラム",3414,https://www.artscouncil-tokyo.jp/ja/events/15256/,2016,アーツカウンシル東京,,,東京都|一般財団法人民族衣裳文化普及協会,,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:14:""体験者数50"";}"
キックオフ・ミーティング,3423,http://www.mot-art-museum.jp/exhibition/mot-satellite-2.html#tabs=tabs-3,2017,東京都|東京都現代美術館|アーツカウンシル東京,,株式会社資生堂|公益財団法人クマ財団|大日本印刷株式会社,"東京大学地震研究所|デル株式会社|ユニティ・テクノロジーズ・ジャパン合同会社|大阪大学大学院情報科学研究科|慶應義塾大学大学院メディアデザイン研究科|錯視ブロックワークショップグループ|ケイ・インターナショナルスクール東京|一般社団法人　江東区観光協会|法政大学大学院　地域建造システム研究所|江東区文化観光ガイドの会|株式会社中川ケミカル|株式会社森木ペーパー|江東区深川江戸資料館|江東区立深川図書館|Coci la elle|smokebooks|オールプレス エスプレッソ|三河屋精米店|大久保クリーニング|ナンディニ|御菓子司　双葉|株式会社 スタートライン",江東区,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""75"";}"
