Title,id,WEBサイトのアドレス,開催年度,"単日/複数日 - 期間",開催時間,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,主催,共催,協賛,協力,後援,期間_date,期間_date_to,単日/複数日_date
東京都立中央ろう学校（2017年1月17日）,2663,,2016,単日/複数日,20170117,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""47"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|一般社団法人伶楽舎,,,
世田谷区立池尻小学校（2017年1月24日）,2665,,2016,単日/複数日,20170124,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""58"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|株式会社高橋工房,,,
中野区立桃園小学校（2017年1月24日）,2667,,2016,単日/複数日,20170124,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""67"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|公益社団法人日本三曲協会,,,
赤城神社　夕暮れライブ,2669,https://www.artscouncil-tokyo.jp/ja/events/22696/,2017,単日/複数日,20171112,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""18:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""810"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京|特定非営利活動法人粋なまちづくり倶楽部,,,東京神楽坂組合|毘沙門天善國寺|赤城神社|株式会社粋まち|神楽坂通り商店会|神楽坂商店街振興組合|江戸東京ガイドの会|光照寺|圓福寺|若宮町自治会|法政大学|東京理科大学経営学部　大西研究室|あずさ監査法人|第一勧業信用組合（神楽坂支店）|日本出版クラブ|スターバックスコーヒー神楽坂下店|ちかけん,新宿区|一般社団法人新宿観光振興協会,,
神楽坂タイムスリップ　スタンプラリー／歴史ガイド,2670,https://www.artscouncil-tokyo.jp/ja/events/22696/,2017,単日/複数日,20171112,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:30:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""12069"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京|特定非営利活動法人粋なまちづくり倶楽部,,,東京神楽坂組合|毘沙門天善國寺|赤城神社|株式会社粋まち|神楽坂通り商店会|神楽坂商店街振興組合|江戸東京ガイドの会|光照寺|圓福寺|若宮町自治会|法政大学|東京理科大学経営学部　大西研究室|あずさ監査法人|第一勧業信用組合（神楽坂支店）|日本出版クラブ|スターバックスコーヒー神楽坂下店|ちかけん,新宿区|一般社団法人新宿観光振興協会,,
"【特別展】  ブリューゲル展 画家一族 150年の系譜",2672,https://www.tobikan.jp/exhibition/2017_bruegel.html,2017,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",59,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:6:""172935"";s:6:""備考"";s:0:"""";}",東京都美術館|日本テレビ放送網|読売新聞社|BS日テレ,,光村印刷,"日本通運|JR東日本|CS日テレ|ラジオ日本|文化放送|TOKYO MX|テレビ神奈川|NTVヨーロッパ|アルテミジア",,20180123,20180401
"【企画展】  杉戸洋 とんぼ と のりしろ",2675,https://www.tobikan.jp/exhibition/2017_hiroshisugito.html,2017,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",68,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""28938"";s:6:""備考"";s:0:"""";}",東京都美術館,,,ケンジタキギャラリー|小山登美夫ギャラリー|水野製陶園ラボ,,20170725,20171009
国分寺市立第一小学校（2017年2月2日）,2678,,2016,単日/複数日,20170202,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""62"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|東京都染色工業協同組合,,,
茶席　高橋是清邸,2681,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""410"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
茶席　西川家別邸,2682,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""408"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
"【コレクション展】東京都現代美術館所蔵 近代の写実展",2686,https://www.tobikan.jp/exhibition/2017_collection.html,2017,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",45,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""41137"";s:6:""備考"";s:0:"""";}",東京都|東京都美術館,,,,,20171117,20180106
茶席　川野商店,2687,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""284"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
野点,2689,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1049"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
茶道はじめて体験,2691,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""400"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
"WELCOME ！ 英語で楽しむ茶席",2694,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""241"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
子供のための茶道教室,2695,https://www.artscouncil-tokyo.jp/ja/events/21237/,2017,単日/複数日,"20171007,20171008","a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""97"";s:6:""備考"";s:0:"""";}",東京都|アーツカウンシル東京,,,東京都茶道会|江戸東京たてもの園,小金井市|小金井市商工会,,
アート・コミュニケータ養成,2697,,2016,期間,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""125"";s:6:""備考"";s:0:"""";}",東京都美術館,,,,,20160401,20170331
第6期とびラー2次面接,2698,,2016,単日/複数日,"20170310,20170311,20170312","a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:6:""127人"";}",東京都美術館,,,,,,
"実践講座 鑑賞",2699,,2016,単日/複数日,"20160718,20160725,20160801,20160808,20160905,20161107,20161212,20170206,20170220","a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""345"";s:6:""備考"";s:0:"""";}",東京都美術館,,,,,,
"実践講座 アクセス",2700,,2016,単日/複数日,"20160710,20160717,20160925,20161009,20161127,20170219","a:1:{s:4:""time"";b:0;}",4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""297"";s:6:""備考"";s:0:"""";}",東京都美術館,,,,,,
"実践講座 建築",2701,,2016,単日/複数日,"20160702,20160723,20161001,20161029,20161105,20170121,20170225","a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""337"";s:6:""備考"";s:0:"""";}",東京都美術館,,,,,,
世田谷区立芦花小学校,2703,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170311,"a:1:{s:4:""time"";b:0;}",7,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""102"";s:6:""備考"";s:24:""観覧者（人）：120"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
【公募展活性化事業】上野アーティストプロジェクト「現代の写実──映像を超えて」,2705,https://www.tobikan.jp/exhibition/2017_uenoartistproject.html,2017,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:59:""入室は閉室の30分前まで、金曜日は9:30～20:00"";}}}",45,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""49355"";s:6:""備考"";s:0:"""";}",東京都美術館,,,,,20171117,20180106
"三鷹市 三鷹市公会堂",2710,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170226,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""33"";s:6:""備考"";s:24:""観覧者（人）：254"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち|公益財団法人三鷹市スポーツと文化財団,,,,三鷹市教育委員会,,
"北区 星美ホーム",2711,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170305,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""10"";s:6:""備考"";s:23:""観覧者（人）：40"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
北区立赤羽台西小学校,2712,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161031,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""46"";s:6:""備考"";s:24:""観覧者（人）：300"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
練馬区立旭丘小学校,2713,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,"20160709,20161002","a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""51"";s:6:""備考"";s:24:""観覧者（人）：370"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
足立区立扇小学校,2714,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,"20161125,20161126","a:1:{s:4:""time"";b:0;}",11,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:24:""観覧者（人）：500"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
府中市立住吉小学校,2715,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,"20161118,20161119","a:1:{s:4:""time"";b:0;}",11,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""104"";s:6:""備考"";s:25:""観覧者（人）：1700"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
国分寺市立第二小学校,2716,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170211,"a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""27"";s:6:""備考"";s:24:""観覧者（人）：400"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
八王子市立愛宕小学校,2717,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,"20170228,20170302","a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""63"";s:6:""備考"";s:24:""観覧者（人）：120"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
東大和市立第六小学校,2718,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161022,"a:1:{s:4:""time"";b:0;}",8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""55"";s:6:""備考"";s:23:""観覧者（人）：60"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
羽村市立羽村西小学校,2719,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170223,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""13"";s:6:""備考"";s:23:""観覧者（人）：30"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
江東区立南砂中学校,2725,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161022,"a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:24:""観覧者（人）：130"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
目黒区立大鳥中学校,2726,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161216,"a:1:{s:4:""time"";b:0;}",11,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""18"";s:6:""備考"";s:24:""観覧者（人）：440"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
多摩市立青陵中学校,2730,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161028,"a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""16"";s:6:""備考"";s:24:""観覧者（人）：550"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
利島村立利島小中学校,2731,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161105,"a:1:{s:4:""time"";b:0;}",12,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""28"";s:6:""備考"";s:24:""観覧者（人）：300"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
八丈町立大賀郷小学校,2732,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170205,"a:1:{s:4:""time"";b:0;}",12,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""19"";s:6:""備考"";s:24:""観覧者（人）：317"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
精神の〈北〉へ－かすかな共振をとらえて－,2741,https://www.tobikan.jp/exhibition/2017_groupshow.html,2017,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""09:30:00"";s:7:""time_to"";s:8:""17:30:00"";s:10:""time_bikou"";s:24:""金曜日は9:30～20:00"";}}}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""5476"";s:6:""備考"";s:0:"""";}",東京都美術館|精神の〈北〉へvol.7,,,フィンランドセンター（フィンランド大使館）|西会津国際芸術村,スウェーデン大使館,20170609,20170618
ひの煉瓦ホール（日野市民会館）小ホール,2742,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170320,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""17"";s:6:""備考"";s:24:""観覧者（人）：139"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち|日野市市民会館文化事業協会,,,,日野市教育委員会,,
東京都立葛飾ろう学校（2017年2月3日）,2743,,2016,単日/複数日,20170203,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""56"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|公益社団法人日本舞踊協会,,,
"板橋区 マハヤナ学園撫子園",2744,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20161223,"a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""11"";s:6:""備考"";s:23:""観覧者（人）：60"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
"調布市 調布学園",2745,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/festivals/performance-kids-tokyo/11477/,2016,単日/複数日,20170318,"a:1:{s:4:""time"";b:0;}",8,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:1:""9"";s:6:""備考"";s:23:""観覧者（人）：20"";}",アーツカウンシル東京|特定非営利活動法人芸術家と子どもたち,,,,,,
町田市立鶴川第三小学校（2017年2月18日）,2749,,2016,単日/複数日,20170218,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""91"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|公益社団法人落語芸術協会,,,
東京都立八王子東特別支援学校（2017年2月21日）,2750,,2016,単日/複数日,20170221,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""50"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,東京都|公益社団法人日本舞踊協会,,,
"東京都江戸博物館 ワークシートの作り方",2753,https://www.rekibun.or.jp/wp-content/uploads/2017/12/teachers_program_2016.pdf,2016,単日/複数日,20160728,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等校協会|東京私立初等学校協会,,
